--- Training Clean Model ---
Epoch 36/100 - Loss: 0.2872, Accuracy: 90.13%, LR: 0.072700
Epoch 37/100 - Loss: 0.2827, Accuracy: 90.33%, LR: 0.071289
Epoch 38/100 - Loss: 0.2741, Accuracy: 90.60%, LR: 0.069857
Epoch 39/100 - Loss: 0.2709, Accuracy: 90.71%, LR: 0.068406
Epoch 40/100 - Loss: 0.2680, Accuracy: 90.98%, LR: 0.066937
Epoch 41/100 - Loss: 0.2624, Accuracy: 91.13%, LR: 0.065451
Epoch 42/100 - Loss: 0.2543, Accuracy: 91.39%, LR: 0.063950
Epoch 43/100 - Loss: 0.2483, Accuracy: 91.37%, LR: 0.062434
Epoch 44/100 - Loss: 0.2510, Accuracy: 91.47%, LR: 0.060907
Epoch 45/100 - Loss: 0.2426, Accuracy: 91.63%, LR: 0.059369
Epoch 46/100 - Loss: 0.2352, Accuracy: 91.94%, LR: 0.057822
Epoch 47/100 - Loss: 0.2315, Accuracy: 92.05%, LR: 0.056267
Epoch 48/100 - Loss: 0.2252, Accuracy: 92.38%, LR: 0.054705
Epoch 49/100 - Loss: 0.2150, Accuracy: 92.65%, LR: 0.053140
Epoch 50/100 - Loss: 0.2212, Accuracy: 92.35%, LR: 0.051571
Epoch 51/100 - Loss: 0.2045, Accuracy: 93.06%, LR: 0.050000
Epoch 52/100 - Loss: 0.2057, Accuracy: 92.97%, LR: 0.048429
Epoch 53/100 - Loss: 0.1948, Accuracy: 93.32%, LR: 0.046860
Epoch 54/100 - Loss: 0.1964, Accuracy: 93.21%, LR: 0.045295
Epoch 55/100 - Loss: 0.1846, Accuracy: 93.66%, LR: 0.043733
Epoch 56/100 - Loss: 0.1793, Accuracy: 93.83%, LR: 0.042178
Epoch 57/100 - Loss: 0.1734, Accuracy: 93.90%, LR: 0.040631
Epoch 58/100 - Loss: 0.1653, Accuracy: 94.31%, LR: 0.039093
Epoch 59/100 - Loss: 0.1597, Accuracy: 94.50%, LR: 0.037566
Epoch 60/100 - Loss: 0.1503, Accuracy: 94.92%, LR: 0.036050
Epoch 61/100 - Loss: 0.1483, Accuracy: 94.92%, LR: 0.034549
Epoch 62/100 - Loss: 0.1393, Accuracy: 95.24%, LR: 0.033063
Epoch 63/100 - Loss: 0.1344, Accuracy: 95.34%, LR: 0.031594
Epoch 64/100 - Loss: 0.1246, Accuracy: 95.78%, LR: 0.030143
Epoch 65/100 - Loss: 0.1189, Accuracy: 95.98%, LR: 0.028711
Epoch 66/100 - Loss: 0.1148, Accuracy: 96.03%, LR: 0.027300
Epoch 67/100 - Loss: 0.1080, Accuracy: 96.32%, LR: 0.025912
